App No.	Attorney	Case Ref	Client	Applicant name	Status
1-2021-04465	Phạm Thị Cúc - IP	IP/PR10425/DV	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2021-04713	Nguyễn Thu Trang	IP/PR10424	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Examined
1-2021-04606	Nguyễn Hoàng Anh	IP/PR10423	Spruson & Ferguson (Asia) Pte Ltd	Senju Metal Industry Co., Ltd.	Registered
1-2021-04500	Ngô Thu Hà	IP/PR10422	Spruson & Ferguson (Asia) Pte Ltd	BioNTech US Inc.	Abandoned
1-2021-04874	Nguyễn Thị Thái	IP/PR10421	Spruson & Ferguson (Asia) Pte Ltd	ZTE CORPORATION	Registered
1-2021-08535	Nguyễn Thị Thái	IP/PR10420	Tập đoàn Vingroup - Công ty CP	CÔNG TY CỔ PHẦN NGHIÊN CỨU VÀ ỨNG DỤNG TRÍ TUỆ NHÂN TẠO VINAI	Abandoned
1-2021-04983	Ngô Thu Hà	IP/PR10419	Shiga International Patent Office	TAIYO NIPPON SANSO CORPORATION	Registered
1-2021-04908	Nguyễn Phi Long	IP/PR10418	QUS International Patent & Law Firm	WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC.	Registered
1-2021-04871	Nguyễn Phi Long	IP/PR10417	QUS International Patent & Law Firm	WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC.	Registered
	Lê Quang Hải	IP/PR10416	Spruson & Ferguson (Asia) Pte Ltd	MILWAUKEE ELECTRIC TOOL CORPORATION	Withdrawn
	Trần Thị Hà	IP/PR10415	Spruson & Ferguson (Asia) Pte Ltd	Milwaukee Electric Tool Corporation	Withdrawn
1-2021-06229	Nguyễn Thùy Linh	IP/PR10414	YKI Intellectual Property Attorneys	ORGANO CORPORATION	Registered
1-2021-06888	Nguyễn Hoàng Anh	IP/PR10413	S. SOGA & CO. Patent & Trademarks	MITSUBISHI ELECTRIC CORPORATION	Registered
-	Nguyễn Vũ Nam	IP/PR10412	Spruson & Ferguson (Asia) Pte Ltd	Milwaukee Electric Tool Corporation	Withdrawn
1-2021-04386	Nguyễn Thị Thanh Hoài	IP/PR10411	Spruson & Ferguson (Asia) Pte Ltd	Multikraft Probiotics Australia Pty Ltd	Registered
1-2021-04931	Nguyễn Hoàng Anh	IP/PR10410	Spruson & Ferguson (Asia) Pte Ltd	SHELTERED WINGS D/B/A VORTEX OPTICS	Registered
1-2021-05227	Trần Thị Hà	IP/PR10409	Spruson & Ferguson (Asia) Pte Ltd	8ME NOVA, LLC	Abandoned
1-2021-05022	Lê Thị Hồng	IP/PR10408	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2021-04332	Trần Thị Thanh Giang	IP/PR10407	Deacons (HK)	Techtronic Cordless GP 	Registered
1-2021-04689	Nguyễn Thị Mỹ Hương	IP/PR10406	Y.P. Lee, Mock & Partners	"BRISTEX CO., LTD.
 SEALON CO., LTD."	Registered
1-2021-05249	Nguyễn Thu Trang	IP/PR10405	NV BEKAERT SA	NV BEKAERT SA	Registered
1-2021-05531	Nguyễn Phi Long	IP/PR10404	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	Abandoned
1-2021-05049	Phạm Thị Cúc - IP	IP/PR10403	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Withdrawn
1-2021-05656	Nguyễn Phi Long	IP/PR10402	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	Abandoned
1-2021-04687	Ngô Thu Hà	IP/PR10401	VIDON BREVETS & STRATÉGIE	ORANGE	Registered
1-2021-04800	Trần Thị Hà	IP/PR10400	KORYO IP & LAW	Samsung Display Co., Ltd.	Examined
1-2021-04361	Nguyễn Ngọc Yến	IP/PR10399/DV	Spruson & Ferguson (Asia) Pte Ltd	INCYTE HOLDINGS CORPORATION	Abandoned
1-2021-04783	Lê Thị Hồng	IP/PR10398	Spruson & Ferguson (Asia) Pte Ltd	WATERGEN LTD. 	Withdrawn
1-2021-04644	Lê Thị Hồng	IP/PR10397	Spruson & Ferguson (Asia) Pte Ltd	Watergen Ltd.	Withdrawn
1-2021-04714	Lê Quang Hải	IP/PR10396	PHIL & ONZI Int'l Patent & Law Firm	POKETDREAM INC.	Registered
1-2021-04822	Nguyễn Vũ Nam	IP/PR10395	Spruson & Ferguson (Asia) Pte Ltd	WATERGEN LTD. 	Withdrawn
1-2021-04648	Nguyễn Thị Thái	IP/PR10394	North America Intellectual Property Corporation	InnoLux Corporation	Allowed
1-2021-05154	Lê Nguyệt Hạ Phượng	IP/PR10393	Lee and Li	SUNTEX FIBER CO., LTD.	Registered
1-2021-05416	Lê Quang Hải	IP/PR10392	Klarquist Sparkman, LLP	NIKE INNOVATE C.V.	Abandoned
1-2021-05327	Lê Quang Hải	IP/PR10391	Spruson & Ferguson (Asia) Pte Ltd	GRABTAXI HOLDINGS PTE. LTD.	Refused
1-2021-05614	Lê Thị Hồng	IP/PR10390	KASAN IP & LAW FIRM	Samsung Display Co., Ltd.	Registered
1-2021-04426	Trần Thị Hà	IP/PR10389	C&S Patent and Law Office	"POSCO
 RESEARCH INSTITUTE OF INDUSTRIAL SCIENCE & TECHNOLOGY"	Registered
1-2021-04688	Nguyễn Hoàng Anh	IP/PR10388	Yuasa and Hara	SATAKE CORPORATION	Registered
1-2021-04532	Phạm Thị Cúc - IP	IP/PR10387	Spruson & Ferguson (Asia) Pte Ltd	LYTEN, INC.	Registered
1-2021-05830	Lã Thị Bích Ngọc	IP/PR10386	SHOOK, HARDY & BACON, LLP	NIKE INNOVATE C.V.	Abandoned
1-2021-05051	Nguyễn Thị Sao Mai	IP/PR10385	WisePlus IP Firm	SUNTORY HOLDINGS LIMITED	Registered
1-2021-05769	Nguyễn Thị Thanh Hoài	IP/PR10384	WisePlus IP Firm	SUNTORY HOLDINGS LIMITED	Registered
1-2021-05443	Lê Thị Hồng	IP/PR10383	Spruson & Ferguson (Asia) Pte Ltd	DEXERIALS CORPORATION	Abandoned
1-2021-04982	Nguyễn Thị Thái	IP/PR10382	Shusaku Yamamoto	HAKUBAI CO., LTD. 	Abandoned
1-2021-04758	Lã Thị Bích Ngọc	IP/PR10381	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Registered
1-2021-04575	Ngô Thị Phương Hoa	IP/PR10380	GHONG-GAN PATENT & LAW FIRM	SKINMED CO., LTD.	Examined
1-2021-04394	Nguyễn Thị Thái	IP/PR10379	C&S Patent and Law Office	POSCO	Registered
1-2021-05415	Nguyễn Hoàng Anh	IP/PR10378	SAKAI INTERNATIONAL PATENT OFFICE	MITSUBISHI ELECTRIC CORPORATION	Abandoned
1-2021-04936	Nguyễn Ngọc Hà My	IP/PR10377	Spruson & Ferguson (Asia) Pte Ltd	"BAXALTA INCORPORATED
 BAXALTA GMBH"	Abandoned
17/394,806	Trần Ngọc Quang/Nguyễn Thùy Dương	IP/PR10376/US	CÔNG TY CỔ PHẦN SẢN XUẤT VÀ KINH DOANH VINFAST	TẬP ĐOÀN VINGROUP – CÔNG TY CP	Abandoned
1-2021-04165	Nguyễn Phi Long	IP/PR10375	MAEDA & PARTNERS	DAIKIN INDUSTRIES, LTD.	Registered
17/394,641	Trần Ngọc Quang/ Nguyễn Thùy Dương	IP/PR10374/US	Công ty trách nhiệm hữu hạn Vinbrain	VINBRAIN JOINT STOCK COMPANY	Registered
17/393,656	Trần Ngọc Quang/ Nguyễn Thùy Dương	IP/PR10373/US	Tập đoàn Vingroup - Công ty CP	VINBRAIN JOINT STOCK COMPANY	Abandoned
1-2021-05354	Nguyễn Phi Long	IP/PR10372	AWA Denmark A/S	SEABORG APS	Abandoned
1-2021-04759	Trần Ngọc Quang	IP/PR10371	Spruson & Ferguson (Asia) Pte Ltd	TMEIC CORPORATION	Allowed
1-2021-05289	Lê Nguyệt Hạ Phượng	IP/PR10370	Dana Patent Law Firm	DAEWOONG PHARMACEUTICAL CO., LTD.	Registered
1-2021-04682	Phạm Thị Cúc - IP	IP/PR10369	Shinjyu Global IP	DAIKIN INDUSTRIES, LTD.	Allowed
1-2021-05613	Nguyễn Thu Trang	IP/PR10368	Yuasa and Hara	SUNTORY HOLDINGS LIMITED	Abandoned
1-2021-04531	Nguyễn Thị Thanh Hoài	IP/PR10367	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Abandoned
2-2025-00749	Trần Thị Hà	IP/PR10366	ALTACIT GLOBAL	TVS SRICHAKRA LTD 	Allowed
1-2021-04506	Lê Quang Hải	IP/PR10365	Manmin IP & Law Firm	"KOREA ENGINEERING & CONSTRUCTION CO. LTD.
 KIM, Jun Seoung
 BYUN, Su Min"	Abandoned
1-2021-04803	Nguyễn Thùy Dương	IP/PR10364	Spruson & Ferguson (Asia) Pte Ltd	REGENERON PHARMACEUTICALS, INC. 	Examined
1-2021-04718	Lê Trung Hiếu	IP/PR10363	Gotoh & Partners	SATO HOLDINGS KABUSHIKI KAISHA	Abandoned
1-2021-04529	Nguyễn Thị Sao Mai	IP/PR10362	MESSER SE & CO. KGAA	Messer SE & Co. KGaA	Examined
1-2021-04686	Nguyễn Thùy Linh	IP/PR10361	KASAN IP & LAW FIRM	Samsung Display Co., Ltd.	Allowed
1-2021-02483	Nguyễn Thùy Linh	IP/PR10360/CDD	NOKIA TECHNOLOGIES OY	NOKIA TECHNOLOGIES OY	Abandoned
1-2021-04466	Nguyễn Thị Sao Mai	IP/PR10359	GHONG-GAN PATENT & LAW FIRM	SKINMED CO., LTD.	Registered
1-2021-04781	Nguyễn Thùy Linh	IP/PR10358	Honigman LLP	NIKE INNOVATE C.V.	Abandoned
1-2021-04071	Ngô Thị Phương Hoa	IP/PR10357/DV	Spruson & Ferguson (Asia) Pte Ltd	Mitsubishi Tanabe Pharma Corporation	Abandoned
1-2021-05104	Nguyễn Xuân Sáng	IP/PR10356	QUS International Patent & Law Firm	WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC.	Registered
1-2021-04004	Lê Nguyệt Hạ Phượng	IP/PR10355	Spruson & Ferguson (Asia) Pte Ltd	ASCENDIS PHARMA ONCOLOGY DIVISION A/S	Abandoned
1-2021-04067	Nguyễn Vũ Nam	IP/PR10354	WOOD & WU Patent and Trademark Office	Sanyang Motor Co., Ltd.	Registered
1-2021-06131	Lã Quỳnh Nga	IP/PR10353	MAEKAWA INTELLECTUAL PROPERTY OFFICE	ECO-PORK CO., LTD.	Registered
1-2021-04717	Lê Trung Hiếu	IP/PR10352	Gotoh & Partners	SATO HOLDINGS KABUSHIKI KAISHA	Abandoned
1-2021-04708	Lê Trung Hiếu	IP/PR10351	Gotoh & Partners	SATO HOLDINGS KABUSHIKI KAISHA	Abandoned
1-2021-04709	Lê Trung Hiếu	IP/PR10350	Gotoh & Partners	SATO HOLDINGS KABUSHIKI KAISHA	Abandoned
1-2021-04006	Nguyễn Thị Mỹ Hương	IP/PR10349/DV2	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2021-04007	Nguyễn Thị Mỹ Hương	IP/PR10348/DV1	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2021-04139	Nguyễn Thị Thái	IP/PR10347/DV	Kobayashi International Patent Office	Horimasa Co., Ltd.	Abandoned
1-2021-04396	Nguyễn Xuân Sáng	IP/PR10346	JIYUL International Patent & Law Office	WEKOTEC CO., LTD.	Registered
1-2021-04763	Nguyễn Thùy Linh	IP/PR10345	Veritas International Patent & Law Office	"ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
 INDUSTRY ACADEMY COOPERATION FOUNDATION OF SEJONG UNIVERSITY
 CHIPS&MEDIA,INC
 INDUSTRY-UNIVERSITY COOPERATION FOUNDATION KOREA AEROSPACE UNIVERSITY"	Registered
1-2021-04463	Lã Quỳnh Nga	IP/PR10344	K2B INTERNATIONAL PATENT LAW FIRM	FOODYWORM. INC.	Abandoned
1-2021-04388	Nguyễn Thị Mỹ Hương	IP/PR10343	Spruson & Ferguson (Asia) Pte Ltd	REGENERON PHARMACEUTICALS, INC.	Registered
1-2021-03920	Nguyễn Ngọc Hà My	IP/PR10342/DV	Spruson & Ferguson (Asia) Pte Ltd	SWIMC LLC	Withdrawn
1-2021-04425	Nguyễn Hậu Sinh	IP/PR10341	Spruson & Ferguson (Asia) Pte Ltd	VALE S.A.	Registered
1-2021-03919	Lã Thị Bích Ngọc	IP/PR10340	Spruson & Ferguson (Asia) Pte Ltd	RADIUS PHARMACEUTICALS, INC.	Abandoned
1-2021-04646	Trần Ngọc Quang	IP/PR10339	HONOR DEVICE CO., LTD.	HONOR DEVICE CO., LTD. 	Registered
1-2021-04645	Nguyễn Thị Thái	IP/PR10338	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Registered
1-2021-03922	Nguyễn Vũ Nam	IP/PR10337	WOOD & WU Patent and Trademark Office	Sanyang Motor Co., Ltd.	Registered
1-2021-04715	Lê Trung Hiếu/Phạm Phan Anh	IP/PR10336	Gotoh & Partners	SATO HOLDINGS KABUSHIKI KAISHA	Abandoned
1-2021-04712	Lê Trung Hiếu/Phạm Phan Anh	IP/PR10335	Gotoh & Partners	SATO HOLDINGS KABUSHIKI KAISHA	Abandoned
1-2021-07826	Lê Thị Hồng	IP/PR10334	SHIN & KIM LLC	Samsung Display Co., Ltd.	Registered
1-2021-04684	Nguyễn Ngọc Hà My	IP/PR10333	Shiga International Patent Office	IHI Corporation	Allowed
1-2021-03056	Phạm Thị Cúc - IP	IP/PR10332/CDD	NOKIA TECHNOLOGIES OY	NOKIA TECHNOLOGIES OY	Abandoned
1-2021-06273	Lã Thị Bích Ngọc	IP/PR10331	WisePlus IP Firm	SEKISUI CHEMICAL CO., LTD.	Registered
1-2021-04505	Nguyễn Phi Long	IP/PR10330	Spruson & Ferguson (Asia) Pte Ltd	TTI (MACAO COMMERCIAL OFFSHORE) LIMITED	Registered
1-2021-04642	Nguyễn Thùy Linh	IP/PR10329	Veritas International Patent & Law Office	"ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
 INDUSTRY ACADEMY COOPERATION FOUNDATION OF SEJONG UNIVERSITY
 INDUSTRY-UNIVERSITY COOPERATION FOUNDATION KOREA AEROSPACE UNIVERSITY"	Registered
1-2021-04905	Nguyễn Thùy Dương	IP/PR10328	Mewburn Ellis LLP	PHARMACOSMOS HOLDING A/S	Abandoned
1-2021-04716	Nguyễn Phi Long	IP/PR10327	Spruson & Ferguson (Asia) Pte Ltd	Targus International LLC	Registered
1-2021-04605	Nguyễn Thùy Linh	IP/PR10326	Veritas International Patent & Law Office	"ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
 CHIPS&MEDIA,INC "	Allowed
1-2021-05224	Lê Quang Hải	IP/PR10325	DCC Advanz Malaysia Sdn Bhd	ASHLEY FURNITURE INDUSTRIES, LLC	Allowed
1-2021-06512	Lê Thị Hồng	IP/PR10324	Y.P. Lee, Mock & Partners	Samsung Display Co., Ltd.	Registered
1-2021-04363	Nguyễn Ngọc Hà My	IP/PR10323	Norton Rose Fulbright Canada LLP	XPERTSEA SOLUTIONS INC 	Abandoned
1-2021-03918	Nguyễn Thùy Dương	IP/PR10322/DV	Spruson & Ferguson (Asia) Pte Ltd	NAVIGATE CARDIAC STRUCTURES, INC.	Withdrawn
1-2021-05556	Nguyễn Hoàng Anh	IP/PR10321	SAKAI INTERNATIONAL PATENT OFFICE	MITSUBISHI ELECTRIC CORPORATION	Abandoned
1-2021-03880	Trần Thị Hà	IP/PR10320	Spruson & Ferguson (Asia) Pte Ltd	DISPENSING TECHNOLOGIES B.V. 	Registered
1-2021-04460	Nguyễn Thị Thanh Hoài	IP/PR10319	Borden Ladner Gervais LLP	"OTTAWA HOSPITAL RESEARCH INSTITUTE
 TURNSTONE BIOLOGICS CORP. "	Abandoned
1-2021-03871	Nguyễn Vũ Nam	IP/PR10318	Spruson & Ferguson (Asia) Pte Ltd	Dispensing Technologies B.V. 	Registered
1-2021-04238	Nguyễn Hoàng Anh	IP/PR10317	Spruson & Ferguson (Asia) Pte Ltd	HCSB BVBA	Withdrawn
1-2021-03923	Nguyễn Thị Mỹ Hương	IP/PR10316/DV	Spruson & Ferguson (Asia) Pte Ltd	Denka Company Limited	Abandoned
1-2021-04530	Lê Trung Hiếu/Phạm Phan Anh	IP/PR10315	BOXIN China Intellectual Property	JUSHI GROUP CO., LTD. 	Registered
1-2021-04638	Nguyễn Thu Trang	IP/PR10314	Hosoda International Patent Office (Hosoda & Co., Ltd.)	SUNTORY HOLDINGS LIMITED 	Registered
1-2021-03974	Lê Quang Hải	IP/PR10313	WOOD & WU Patent and Trademark Office	Sanyang Motor Co., Ltd.	Examined
1-2021-03971	Nguyễn Ngọc Hà My	IP/PR10312	China Science Patent & Trademark Agent Ltd.	CHANGZHOU ZHENGJIE INTELLIGENT MANUFACTURE TECHNOLOGY  CO., LTD.	Registered
1-2021-04608	Phạm Thị Cúc - IP	IP/PR10311	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2021-03832	Trần Thị Hà	IP/PR10310	WOOD & WU Patent and Trademark Office	Sanyang Motor Co., Ltd.	Abandoned
1-2021-03828	Trần Thị Hà	IP/PR10309	WOOD & WU Patent and Trademark Office	Sanyang Motor Co., Ltd.	Registered
1-2021-04785	Nguyễn Vũ Nam	IP/PR10308	Spruson & Ferguson (Asia) Pte Ltd	Zip Top, LLC	Abandoned
1-2021-04683	Lã Quỳnh Nga	IP/PR10307	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Registered
1-2021-04577	Nguyễn Hậu Sinh	IP/PR10306	Spruson & Ferguson (Asia) Pte Ltd	LES LABORATOIRES SERVIER SAS	Withdrawn
1-2021-07375	Ngô Thu Hà	IP/PR10305	WisePlus IP Firm	KATAYAMA CHEMICAL INC.	Abandoned
1-2021-03885	Nguyễn Thị Thái	IP/PR10304	PanKorea Patent & Law Firm	Samsung Display Co., Ltd.	Registered
1-2021-04710	Nguyễn Thùy Linh	IP/PR10303	Spruson & Ferguson (Asia) Pte Ltd	Grabtaxi Holdings Pte. Ltd. 	Allowed
1-2021-04237	Trần Ngọc Quang	IP/PR10302	Spruson & Ferguson (Asia) Pte Ltd	Washington University	Withdrawn
1-2021-04533	Lã Thị Bích Ngọc	IP/PR10301	Spruson & Ferguson (Asia) Pte Ltd	LES LABORATOIRES SERVIER	Registered
1-2021-03911	Nguyễn Thị Sao Mai	IP/PR10300	Spruson & Ferguson (Asia) Pte Ltd	Techtronic Floor Care Technology Limited	Registered
1-2021-05353	Trần Thị Hà	IP/PR10299	Minoru International Patent Office	IDEMITSU KOSAN CO., LTD.	Registered
1-2021-03713	Nguyễn Thị Sao Mai	IP/PR10298	Spruson & Ferguson (Asia) Pte Ltd	Elevar Therapeutics, Inc.	Abandoned
1-2021-03753	Nguyễn Thùy Linh	IP/PR10297/DV	Spruson & Ferguson (Asia) Pte Ltd	DERRICK CORPORATION	Registered
1-2021-03676	Nguyễn Thu Trang	IP/PR10296	Spruson & Ferguson (Asia) Pte Ltd	FONTERRA CO-OPERATIVE GROUP LIMITED	Examined
1-2021-03977	Nguyễn Thùy Dương	IP/PR10295	Spruson & Ferguson (Asia) Pte Ltd	Merck Sharp & Dohme LLC	Registered
1-2021-04385	Nguyễn Thị Thanh Hoài	IP/PR10294	Spruson & Ferguson (Asia) Pte Ltd	Incyte Corporation	Registered
1-2021-05176	Nguyễn Phi Long	IP/PR10293	VILOX AB	VILOX AB	Registered
1-2021-03709	Nguyễn Thị Thu Hiền	IP/PR10292/DV	Spruson & Ferguson (Asia) Pte Ltd	Intervet International B.V. 	Registered
1-2021-03816	Nguyễn Thị Mỹ Hương	IP/PR10291	YOU ME PATENT & LAW FIRM	POSCO	Registered
1-2021-03754	Nguyễn Thị Thu Hiền	IP/PR10290	YOU ME PATENT & LAW FIRM	POSCO	Registered
1-2021-03916	Nguyễn Ngọc Hà My	IP/PR10289	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Registered
1-2021-04685	Phạm Thị Cúc - IP	IP/PR10288	Amica Law LLC	INTEL CORPORATION 	Registered
1-2021-04581	Nguyễn Thu Trang	IP/PR10287	Yuasa and Hara	"TSUKADA MEDICAL RESEARCH CO., LTD.
 SBI PHARMACEUTICALS CO., LTD.
 KANSAI MEDICAL UNIVERSITY "	Registered
1-2021-04333	Nguyễn Vũ Nam	IP/PR10286	North America Intellectual Property Corporation	InnoLux Corporation	Registered
1-2021-05417	Lã Thị Bích Ngọc	IP/PR10285	Hosoda International Patent Office (Hosoda & Co., Ltd.)	SUNTORY HOLDINGS LIMITED 	Registered
1-2021-04171	Ngô Thị Phương Hoa	IP/PR10284	FPA Patent Attorneys	Gilead Sciences, Inc.	Registered
1-2021-03637	Nguyễn Ngọc Yến	IP/PR10283/DV	Spruson & Ferguson (Asia) Pte Ltd	Amgen Inc.	Examined
1-2021-06752	Lê Quang Hải	IP/PR10282	SHIN & KIM LLC	Samsung Display Co., Ltd.	Registered
1-2021-04459	Nguyễn Hậu Sinh	IP/PR10281	Spruson & Ferguson (Asia) Pte Ltd	LES LABORATOIRES SERVIER 	Registered
1-2021-04875	Lê Quang Hải	IP/PR10280	China Science Patent & Trademark Agent Ltd.	"Panasonic Ecology Systems Guangdong Co., Ltd.
 Panasonic Holdings Corporation"	Registered
1-2021-05020	Nguyễn Thị Thu Hiền	IP/PR10279	Spruson & Ferguson (Asia) Pte Ltd	SHIOK MEATS PTE. LTD.	Registered
1-2021-04501	Nguyễn Thị Thái	IP/PR10278	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2021-04111	Lê Nguyệt Hạ Phượng	IP/PR10277	Spruson & Ferguson (Asia) Pte Ltd	Toray Industries, Inc.	Registered
1-2021-03682	Trần Thị Hà	IP/PR10276	WOOD & WU Patent and Trademark Office	Sanyang Motor Co., Ltd.	Registered
1-2021-04464	Nguyễn Ngọc Hà My	IP/PR10275	FPA Patent Attorneys	"VIR BIOTECHNOLOGY, INC. 
 HUMABS BIOMED SA"	Allowed
1-2021-04235	Nguyễn Vũ Nam	IP/PR10274	Letters & Thoo	GOLDWAY TECHNOLOGY LIMITED	Registered
1-2021-07184	Lê Thị Hồng	IP/PR10273	SHIN & KIM LLC	Samsung Display Co., Ltd.	Registered
1-2021-03711	Lã Quỳnh Nga	IP/PR10272/DV	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2021-03742	Trần Ngọc Quang	IP/PR10271/DV	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2021-03710	Nguyễn Thị Thu Hiền	IP/PR10270	Spruson & Ferguson (Asia) Pte Ltd	H. LUNDBECK A/S	Withdrawn
1-2021-04784	Nguyễn Hoàng Anh	IP/PR10269	SHOOK, HARDY & BACON, LLP	NIKE INNOVATE C.V.	Abandoned
1-2021-04578	Trần Thị Thanh Giang	IP/PR10268	QUINN IP LAW	NIKE INNOVATE C.V.	Abandoned
1-2021-04384	Ngô Thu Hà	IP/PR10267	FPA Patent Attorneys	Alnylam Pharmaceuticals, Inc.	Examined
1-2021-03887	Nguyễn Thu Trang	IP/PR10266	Spruson & Ferguson (Asia) Pte Ltd	OSE IMMUNOTHERAPEUTICS	Registered
1-2021-04417	Nguyễn Thị Thái	IP/PR10265	Itto International Patent Office	GIRASOL ENERGY INC.	Registered
1-2021-04801	Nguyễn Thùy Linh	IP/PR10264	YUN Intellectual Property Law	INDUSTRY ACADEMY COOPERATION FOUNDATION OF SEJONG UNIVERSITY	Registered
1-2021-04647	Nguyễn Thùy Dương	IP/PR10263	Pizzeys Patent and Trademark Attorneys	Vertex Pharmaceuticals Incorporated	Registered
1-2021-04109	Lê Thị Hồng	IP/PR10262	Manmin IP & Law Firm	EFFIE CO., LTD.	Registered
1-2021-04026	Ngô Thị Phương Hoa	IP/PR10261	BAE, KIM & LEE IP	Invitros Co., Ltd.	Registered
1-2021-03634	Nguyễn Thị Thanh Hoài	IP/PR10260	Spruson & Ferguson (Asia) Pte Ltd	H. Lundbeck A/S	Abandoned
1-2021-03879	Nguyễn Ngọc Hà My	IP/PR10259	Pizzeys Patent and Trademark Attorneys	BOLT THREADS, INC.	Registered
1-2021-04103	Phạm Thị Cúc - IP	IP/PR10258	YUN Intellectual Property Law	ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE	Registered
1-2021-03594	Nguyễn Hoàng Anh	IP/PR10257/DV	Banner & Witcoff, Ltd.	NIKE INNOVATE C.V.	Abandoned
1-2021-04140	Phạm Thị Cúc - IP	IP/PR10256	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Withdrawn
1-2021-04236	Nguyễn Hoàng Anh	IP/PR10255	SAKAI INTERNATIONAL PATENT OFFICE	MITSUBISHI ELECTRIC CORPORATION 	Abandoned
1-2021-04167	Lê Nguyệt Hạ Phượng	IP/PR10254	Yuasa and Hara	SUNTORY HOLDINGS LIMITED	Registered
1-2021-03829	Nguyễn Thị Mỹ Hương	IP/PR10253	Spruson & Ferguson (Asia) Pte Ltd	Merck Sharp & Dohme Corp.	Withdrawn
1-2021-04162	Ngô Thu Hà	IP/PR10252	FPA Patent Attorneys	HUMABS BIOMED SA	Registered
1-2021-04143	Nguyễn Ngọc Hà My	IP/PR10251	Spruson & Ferguson (Asia) Pte Ltd	Cosucra Groupe Warcoing S.A.	Examined
1-2021-03635	Lã Thị Bích Ngọc	IP/PR10250	Spruson & Ferguson (Asia) Pte Ltd	BIOMEA FUSION, INC.	Registered
1-2021-04909	Trần Thị Hà	IP/PR10249	HANGANG IP Law Firm	INNOVATIVE TECHNOLOGY LAB CO., LTD.	Registered
1-2021-03525	Lê Trung Hiếu	IP/PR10248	Spruson & Ferguson (Asia) Pte Ltd	OUTOKUMPU OYJ	Abandoned
1-2021-04241	Lã Quỳnh Nga	IP/PR10247	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Abandoned
1-2021-04906	Trần Thị Hà	IP/PR10246	HANGANG IP Law Firm	INNOVATIVE TECHNOLOGY LAB CO., LTD. 	Allowed
1-2021-04910	Ngô Thị Phương Hoa	IP/PR10245	Hosoda International Patent Office (Hosoda & Co., Ltd.)	SUNTORY HOLDINGS LIMITED 	Withdrawn
1-2021-03924	Phạm Thị Cúc - IP	IP/PR10244	Manmin IP & Law Firm	KIM, I Re	Abandoned
1-2021-03915	Nguyễn Thị Sao Mai	IP/PR10243	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Abandoned
1-2021-05564	Lê Quang Hải	IP/PR10242	Merchant & Gould P.C.	HUMAX CO., LTD.	Registered
1-2021-04580	Nguyễn Vũ Nam	IP/PR10241	Spruson & Ferguson	The LoveSac Company	Registered
1-2021-03596	Nguyễn Thu Trang	IP/PR10240	Spruson & Ferguson (Asia) Pte Ltd	23andme, Inc.	Abandoned
1-2021-03787	Ngô Thu Hà	IP/PR10239	Amica Law LLC	WILMAR INTERNATIONAL LIMITED	Registered
2-2021-00233	Nguyễn Thùy Dương	IP/PR10238	Viện kiểm nghiệm thuốc Trung ương	Viện Kiểm nghiệm thuốc Trung ương	Registered
1-2021-04387	Nguyễn Thị Thanh Hoài	IP/PR10237	Spruson & Ferguson (Asia) Pte Ltd	Regeneron Pharmaceuticals, Inc.	Registered
1-2021-05658	Lê Thị Hồng	IP/PR10236	21st Century Patent & Law Firm	Samsung Display Co., LTD.	Examined
